N,P,K,ph,label
44,20,57,7.1021561176387555,sugarcane
50,25,50,7.0,banana
56,20,59,6.5470353617004635,banana
48,23,53,6.773875964035998,banana
50,25,50,7.0,bhindi
49,18,58,6.6658899557789955,bhindi
59,30,48,7.485817885553995,bhindi
50,25,50,7.0,bottle_gourd
52,29,49,7.082509929963904,bottle_gourd
40,23,53,7.472526470912748,bottle_gourd
50,25,50,7.0,brinjal
49,35,42,6.615147672253437,brinjal
40,25,43,6.645958585041225,brinjal
50,25,50,7.0,cabbage
55,32,47,6.728356690140711,cabbage
60,19,53,7.413219708573683,cabbage
50,25,50,7.0,carrot
48,21,56,6.563297874524052,carrot
40,30,56,6.581946921252733,carrot
50,25,50,7.0,cauliflower
46,19,50,7.395166350817167,cauliflower
57,15,60,7.116027912952758,cauliflower
50,25,50,7.0,citrus_fruit
57,31,60,6.9593559048269835,citrus_fruit
50,22,55,7.033544476091981,citrus_fruit
50,25,50,7.0,jack_fruit
45,29,45,6.667490848516963,jack_fruit
46,22,50,7.044239708780669,jack_fruit
50,25,50,7.0,mango
52,16,57,7.46422651739596,mango
59,34,42,7.2295547348087545,mango
50,25,50,7.0,other_fresh_fruits
59,24,52,6.8648910883502925,other_fresh_fruits
57,22,48,6.645843478557185,other_fresh_fruits
50,25,50,7.0,other_vegetables
55,34,45,6.933256763505209,other_vegetables
60,22,50,7.050566383222575,other_vegetables
50,25,50,7.0,papaya
56,31,42,6.9960077937433365,papaya
40,28,60,7.387137557452889,papaya
50,25,50,7.0,pineapple
43,27,54,7.472277694746522,pineapple
51,18,60,7.433271804439335,pineapple
50,25,50,7.0,pome_fruit
49,28,44,6.727059101588393,pome_fruit
54,22,50,7.200573868223216,pome_fruit
50,25,50,7.0,redish
54,24,56,6.601091048174939,redish
41,30,55,7.086107028314164,redish
50,25,50,7.0,sweet_potato
60,35,46,7.212363217928505,sweet_potato
49,21,42,6.596778700159421,sweet_potato
50,25,50,7.0,tomato
57,24,52,7.063217610872113,tomato
57,25,56,6.909665180990458,tomato
50,25,50,7.0,bitter_gourd
56,32,40,6.823939579487259,bitter_gourd
42,23,51,6.946075407134968,bitter_gourd
50,25,50,7.0,tapioca
50,28,56,7.3716428100621645,tapioca
45,35,51,6.8044985426713875,tapioca
50,25,50,7.0,wheat
45,32,43,6.832136803699224,wheat
41,28,49,6.690186040765642,wheat
50,25,50,6.7,turmeric
56,21,57,6.644091136326083,turmeric
40,25,50,6.394723643667811,turmeric
50,25,50,6.7,banana
57,32,56,6.311898751125932,banana
46,18,45,6.290337234260186,banana
50,25,50,6.7,dry_chillies
57,29,59,6.720545420350248,dry_chillies
46,22,44,6.564078722624834,dry_chillies
50,25,50,6.7,potato
54,18,51,6.861689322820487,potato
51,35,55,6.657281320722852,potato
50,25,50,6.7,bhindi
59,25,56,7.052203337291655,bhindi
46,16,47,6.619586914792639,bhindi
50,25,50,6.7,brinjal
54,21,53,7.186690531633058,brinjal
51,19,49,6.390135195963654,brinjal
50,25,50,6.7,cabbage
51,30,60,6.79776815581386,cabbage
44,20,55,7.140278549972577,cabbage
50,25,50,6.7,carrot
60,27,42,6.686179519625875,carrot
56,34,47,6.217369238301572,carrot
50,25,50,6.7,cauliflower
43,17,51,6.5530239680070235,cauliflower
57,23,44,6.681000329664102,cauliflower
50,25,50,6.7,citrus_fruit
49,34,46,6.713185010780805,citrus_fruit
44,15,57,6.759232678421199,citrus_fruit
50,25,50,6.7,jack_fruit
43,32,44,6.900435932674807,jack_fruit
52,18,54,6.240007776527282,jack_fruit
50,25,50,6.7,onion
49,16,58,6.76634950347983,onion
52,17,43,7.045022244132852,onion
50,25,50,6.7,other_fresh_fruits
43,30,59,6.383205485017795,other_fresh_fruits
50,34,52,6.288061469581599,other_fresh_fruits
50,25,50,6.7,other_vegetables
45,25,50,6.382244990698387,other_vegetables
57,19,59,6.228143527971398,other_vegetables
50,25,50,6.7,papaya
41,20,52,6.457808765071967,papaya
60,35,57,6.628832698092215,papaya
50,25,50,6.7,pineapple
51,28,44,6.778528152351407,pineapple
51,17,41,7.036148873399016,pineapple
50,25,50,6.7,pome_fruit
54,21,52,7.1233305108859515,pome_fruit
46,27,43,6.2958652982686445,pome_fruit
50,25,50,6.7,redish
50,17,40,7.150581450503801,redish
46,35,57,7.175488001797969,redish
50,25,50,6.7,tapioca
40,33,59,6.34422202356569,tapioca
41,16,56,6.409877983458152,tapioca
50,25,50,6.7,tomato
59,26,51,6.5801822504941745,tomato
53,28,41,6.8602122623302995,tomato
50,25,50,6.7,bottle_gourd
40,25,45,6.503025284254991,bottle_gourd
42,23,40,7.083464021052157,bottle_gourd
50,25,50,6.7,mango
45,27,60,6.2524361178842955,mango
56,15,52,7.178215609533922,mango
50,25,50,6.7,orange
48,26,50,6.432936897808576,orange
49,16,52,6.4859452636197545,orange
50,25,50,6.7,sweet_potato
53,30,41,6.3174101905097775,sweet_potato
52,20,41,6.828773801905541,sweet_potato
50,25,50,6.7,sugarcane
44,32,58,6.755791029696171,sugarcane
54,23,60,6.652184206893393,sugarcane
50,25,50,6.7,cashewnut
53,31,55,6.859580476623853,cashewnut
42,16,50,6.3120061515811265,cashewnut
50,25,50,6.7,wheat
50,22,40,6.653283162447786,wheat
40,30,54,6.620967394705151,wheat
50,25,25,5.9,arecanut
40,29,32,5.531998674465625,arecanut
41,31,31,5.70322155645292,arecanut
50,25,25,5.9,banana
47,27,30,5.998394703459196,banana
49,15,26,5.455257771751808,banana
50,25,25,5.9,dry_chillies
53,22,23,6.3688505636208514,dry_chillies
59,22,29,5.78317850420204,dry_chillies
50,25,25,5.9,potato
47,29,23,6.340442107306636,potato
44,31,34,5.494606594555456,potato
50,25,25,5.9,sugarcane
41,23,25,6.373442207281424,sugarcane
52,20,30,5.691552753153727,sugarcane
50,25,25,5.9,sweet_potato
42,16,23,6.0557512510607765,sweet_potato
47,17,24,6.36631882841891,sweet_potato
50,25,25,5.9,tapioca
50,33,27,6.307545492085306,tapioca
51,19,32,5.549502358303524,tapioca
50,25,25,5.9,turmeric
48,17,27,5.711146161169139,turmeric
50,20,33,5.465346782946654,turmeric
50,25,25,5.9,tobacco
49,20,28,5.882828608510281,tobacco
44,35,21,5.859966279224917,tobacco
50,25,25,5.9,cashewnut
49,29,25,5.901667637027212,cashewnut
44,16,35,6.397830555646154,cashewnut
50,25,25,5.9,citrus_fruit
54,34,15,5.6584433621834425,citrus_fruit
56,30,29,6.0399390600365495,citrus_fruit
50,25,25,5.9,papaya
55,32,30,5.640279886285753,papaya
60,17,19,5.975739055627337,papaya
50,25,25,5.9,pineapple
41,31,24,5.8446546185886445,pineapple
57,16,21,5.40268782040271,pineapple
50,25,25,5.9,black_pepper
59,27,16,6.081874650047105,black_pepper
53,19,15,5.587305173466665,black_pepper
50,25,25,5.9,coriander
40,35,19,6.159690198961402,coriander
44,19,30,5.535368752315956,coriander
50,25,25,5.9,garlic
41,29,18,5.649487505518133,garlic
54,20,25,5.413751711143805,garlic
50,25,25,5.9,maize
57,25,18,5.847381559816388,maize
40,28,35,5.810399821865088,maize
50,25,25,5.9,onion
44,32,25,5.44723883898833,onion
53,18,35,5.975916873624911,onion
25,25,50,5.1,arecanut
30,35,49,5.41712986133907,arecanut
35,18,52,4.8642628988160075,arecanut
25,25,50,5.1,banana
16,30,52,4.735715074426179,banana
34,16,51,4.686260392130207,banana
25,25,50,5.1,oilseeds_total
34,35,51,4.94896293251257,oilseeds_total
29,28,48,4.895248883558672,oilseeds_total
25,25,50,5.1,tapioca
29,33,57,4.802527774161826,tapioca
22,26,47,5.069217850480729,tapioca
25,25,50,5.1,tobacco
22,16,59,4.702597134348129,tobacco
23,32,46,4.709925286891616,tobacco
25,25,50,5.1,citrus_fruit
26,21,53,5.2471269754611445,citrus_fruit
29,20,58,4.923434864245451,citrus_fruit
25,25,50,5.1,papaya
28,28,48,4.788117230068608,papaya
34,34,59,5.061486537810402,papaya
25,25,50,5.1,pineapple
35,21,56,4.928549530316438,pineapple
30,28,50,5.051554076997025,pineapple
25,25,50,5.1,black_pepper
34,16,44,5.130107606577329,black_pepper
16,32,43,4.943191971426881,black_pepper
25,25,50,5.1,maize
28,35,55,5.49561639655748,maize
30,31,56,5.441704515439458,maize
50,75,25,7.0,arecanut
58,77,18,7.240421452304748,arecanut
50,75,19,6.6340940618378585,arecanut
50,75,25,7.0,banana
54,72,18,7.453786306711821,banana
47,73,23,6.785912349646341,banana
50,75,25,7.0,dry_chillies
51,69,17,7.282753234363821,dry_chillies
50,66,27,7.279934225833464,dry_chillies
50,75,25,7.0,oilseeds_total
49,84,28,7.383602515041355,oilseeds_total
54,77,22,6.872745023091735,oilseeds_total
50,75,25,7.0,potato
41,71,26,6.89291910635606,potato
42,83,27,7.0943723983261595,potato
50,75,25,7.0,sweet_potato
58,79,19,7.3192385879178925,sweet_potato
44,67,17,7.1378324105091755,sweet_potato
50,75,25,7.0,tapioca
46,84,35,7.2365776849795145,tapioca
60,79,21,6.590341362106941,tapioca
50,75,25,7.0,turmeric
49,84,27,7.448912071830101,turmeric
43,68,33,6.711295437209366,turmeric
50,75,25,7.0,citrus_fruit
51,68,16,6.808043701076543,citrus_fruit
45,82,30,7.027353100601366,citrus_fruit
50,75,25,7.0,papaya
57,84,29,7.207448650110692,papaya
51,74,23,6.645010948088538,papaya
50,75,25,7.0,pineapple
44,75,15,7.478629431209834,pineapple
42,80,16,6.8057013055160915,pineapple
50,75,25,7.0,black_pepper
54,68,15,6.823743675317184,black_pepper
44,72,18,6.668047198623178,black_pepper
50,75,25,7.0,garlic
58,68,34,6.980408418753718,garlic
54,85,22,6.842483615416809,garlic
50,75,25,7.0,maize
46,80,32,6.623230959723228,maize
44,75,17,7.187833434397327,maize
50,75,25,7.0,coriander
55,76,29,7.385415262674085,coriander
56,73,28,6.8897910679483125,coriander
50,75,25,7.0,onion
50,75,27,7.187620650844284,onion
43,66,15,7.3516681159923,onion
50,75,25,6.8,arecanut
53,68,26,6.940275801185555,arecanut
45,82,33,6.735593940134454,arecanut
50,75,25,6.8,black_pepper
53,68,28,6.336464226222468,black_pepper
55,69,17,6.557592460889797,black_pepper
50,75,25,6.8,cashewnut
57,68,19,7.2099113216620925,cashewnut
55,68,16,6.740392163355686,cashewnut
50,75,25,6.8,dry_chillies
54,80,18,6.997183669597723,dry_chillies
44,75,27,6.664330585755791,dry_chillies
50,75,25,6.8,maize
58,70,15,6.37473154742248,maize
44,77,22,7.200094784185177,maize
50,75,25,6.8,potato
40,77,29,7.084821795675424,potato
41,66,33,7.209291424810945,potato
50,75,25,6.8,sugarcane
46,66,26,6.310423171771171,sugarcane
42,71,27,6.7808853244904,sugarcane
50,75,25,6.8,turmeric
43,84,29,6.433264776684565,turmeric
51,82,18,6.674040506584971,turmeric
50,75,25,6.8,coriander
57,69,20,6.366591347809732,coriander
54,77,24,6.757382397186632,coriander
50,75,25,6.8,onion
60,71,19,7.212065894340924,onion
47,80,16,7.092948005000137,onion
50,25,50,7.0,arecanut
44,18,55,6.788614114520848,arecanut
41,24,53,6.547578894211608,arecanut
50,25,50,7.0,oilseeds_total
51,24,58,7.419920171101915,oilseeds_total
47,33,49,7.04907285898605,oilseeds_total
50,25,50,7.0,black_pepper
48,34,50,7.42459545213061,black_pepper
55,17,51,6.791064486478389,black_pepper
50,25,50,7.0,maize
45,35,46,6.524559055356131,maize
60,30,57,6.648391309165618,maize
50,25,75,6.4,arecanut
49,19,78,6.108829490032649,arecanut
56,19,77,6.8279756622002274,arecanut
50,25,75,6.4,banana
43,23,70,6.137226754082388,banana
51,19,78,6.1316073101133135,banana
50,25,75,6.4,dry_chillies
46,28,77,6.211314452861162,dry_chillies
55,29,77,5.999980739391708,dry_chillies
50,25,75,6.4,potato
52,32,71,5.955607398341072,potato
58,32,70,6.513201599045832,potato
50,25,75,6.4,sugarcane
55,28,77,6.009956121694155,sugarcane
59,22,66,6.652735792722821,sugarcane
50,25,75,6.4,sweet_potato
57,28,70,6.414486875995641,sweet_potato
45,27,69,6.773973538336891,sweet_potato
50,25,75,6.4,tapioca
44,18,79,6.67666353516598,tapioca
42,33,66,5.995038836440974,tapioca
50,25,75,6.4,turmeric
53,27,75,6.277806827043271,turmeric
46,17,71,6.461056136977662,turmeric
50,25,75,6.4,tobacco
43,35,67,6.301919699477189,tobacco
55,20,73,6.212646971713329,tobacco
50,25,75,6.4,cashewnut
44,24,72,6.123782554595511,cashewnut
45,21,82,6.734849449186974,cashewnut
50,25,75,6.4,citrus_fruit
55,20,74,6.663078679031893,citrus_fruit
57,33,71,6.891159678404956,citrus_fruit
50,25,75,6.4,papaya
54,20,68,6.381055915363624,papaya
44,20,79,6.3075408717523,papaya
50,25,75,6.4,pineapple
56,25,80,6.154210841767362,pineapple
58,24,83,6.420152126268002,pineapple
50,25,75,6.4,black_pepper
47,17,82,6.284271314891486,black_pepper
56,30,72,5.9440541242417755,black_pepper
50,25,75,6.4,coriander
47,26,84,6.69220987408129,coriander
49,19,72,6.089432161855403,coriander
50,25,75,6.4,garlic
46,18,73,6.603214812451465,garlic
50,27,83,6.580420584405117,garlic
50,25,75,6.4,maize
44,34,77,6.850383352808283,maize
54,32,75,6.644508242717951,maize
50,25,75,6.4,onion
50,32,69,6.837442712740803,onion
54,35,69,5.977740341793138,onion
50,75,50,6.8,black_pepper
47,85,43,6.606687148719769,black_pepper
57,76,45,6.824361406394897,black_pepper
25,25,50,6.0,arecanut
21,15,52,5.57693041402348,arecanut
24,20,41,6.2855820330507415,arecanut
25,25,50,6.0,black_pepper
26,29,48,6.239637104070459,black_pepper
27,19,56,6.093127722078165,black_pepper
25,25,50,6.0,dry_chillies
21,24,42,6.193803593090623,dry_chillies
22,34,42,6.05357473550703,dry_chillies
25,25,50,6.0,maize
34,35,44,6.029780946197594,maize
35,22,53,5.877081840651054,maize
25,25,50,6.0,potato
33,26,43,5.8663047986252765,potato
33,31,60,5.783777024659718,potato
25,25,50,6.0,turmeric
30,33,52,5.534638901949121,turmeric
21,29,60,5.5896894607110506,turmeric
25,25,50,6.0,coriander
16,17,45,6.11782628387799,coriander
16,21,51,5.650897762555708,coriander
25,25,50,6.0,onion
17,16,42,5.538836476636125,onion
26,19,58,5.832020528953612,onion
75,50,25,7.1,arecanut
69,40,18,7.593808654008886,arecanut
70,60,35,7.36919073214014,arecanut
75,50,25,7.1,banana
68,47,17,7.448533704491512,banana
72,43,25,6.712190227985775,banana
75,50,25,7.1,dry_chillies
74,42,18,7.010669047168307,dry_chillies
66,43,17,7.192025761275554,dry_chillies
75,50,25,7.1,potato
73,44,28,7.4685898814016225,potato
76,46,22,7.400940452138408,potato
75,50,25,7.1,sugarcane
67,59,25,7.549308347509399,sugarcane
80,52,27,7.074623948170818,sugarcane
75,50,25,7.1,sweet_potato
79,60,18,7.1165210894239435,sweet_potato
76,48,16,6.637404244482285,sweet_potato
75,50,25,7.1,tapioca
71,51,25,6.996718146980563,tapioca
70,50,26,7.110553713205401,tapioca
75,50,25,7.1,turmeric
83,45,16,7.04497773645548,turmeric
85,59,25,6.835230720501429,turmeric
75,50,25,7.1,tobacco
70,54,27,6.736353900277061,tobacco
65,60,34,7.47720877439499,tobacco
75,50,25,7.1,cashewnut
77,59,23,7.581368047699568,cashewnut
73,44,17,7.47353038164365,cashewnut
75,50,25,7.1,citrus_fruit
83,55,28,7.533610980538481,citrus_fruit
70,51,19,7.520627963232415,citrus_fruit
75,50,25,7.1,papaya
71,41,20,6.8975021402224765,papaya
79,55,30,6.630443255134986,papaya
75,50,25,7.1,pineapple
67,56,17,6.802258301651258,pineapple
74,40,34,6.889502888557685,pineapple
75,50,25,7.1,black_pepper
71,47,19,6.692049785944388,black_pepper
69,54,17,6.791092129854848,black_pepper
75,50,25,7.1,coriander
84,41,30,6.720106473872335,coriander
65,43,32,6.802667727052164,coriander
75,50,25,7.1,garlic
79,49,21,6.807955562253131,garlic
81,42,28,7.2587440709291124,garlic
75,50,25,7.1,maize
80,55,27,7.560943269744769,maize
80,41,15,7.233122556121025,maize
75,50,25,7.1,onion
74,60,33,6.7538728630138785,onion
67,40,32,7.365821507054537,onion
50,50,75,7.1,arecanut
50,54,74,7.442256398696525,arecanut
42,41,78,6.6571537298047705,arecanut
50,50,75,7.1,black_pepper
47,44,74,6.768063585952943,black_pepper
40,46,67,6.700757360306768,black_pepper
50,50,75,7.1,dry_chillies
43,46,65,7.1591843133939745,dry_chillies
48,46,69,7.4038911282712165,dry_chillies
50,50,75,7.1,maize
43,53,73,7.495829651674226,maize
57,46,85,7.25426003461901,maize
50,50,75,7.1,potato
51,52,81,7.226003055043706,potato
46,47,66,6.640607431431729,potato
50,50,75,7.1,sugarcane
53,47,76,7.179848207224486,sugarcane
59,42,73,7.164678977231843,sugarcane
50,50,75,7.1,turmeric
59,51,76,7.423613050245717,turmeric
57,44,77,6.949745889814869,turmeric
50,50,75,7.1,coriander
44,47,65,6.897234185053566,coriander
55,60,75,7.029327074099858,coriander
50,50,75,7.1,onion
49,60,82,6.913568814101265,onion
59,42,75,7.217186508601383,onion
75,50,50,5.7,arecanut
79,40,54,6.098081502758767,arecanut
83,51,52,5.57676125006364,arecanut
75,50,50,5.7,banana
69,44,54,5.776218656366292,banana
65,55,43,6.039401598335946,banana
75,50,50,5.7,dry_chillies
65,57,54,5.54433889540829,dry_chillies
76,57,58,5.309624097019998,dry_chillies
75,50,50,5.7,oilseeds_total
71,57,52,5.31755940640314,oilseeds_total
76,56,58,6.020341245492043,oilseeds_total
75,50,50,5.7,potato
81,45,49,5.560987220569511,potato
68,48,59,5.447663528115549,potato
75,50,50,5.7,sugarcane
80,44,51,5.249080231561637,sugarcane
77,53,57,5.484686750781632,sugarcane
75,50,50,5.7,sweet_potato
70,59,52,5.998904158651076,sweet_potato
84,45,53,5.852728078186683,sweet_potato
75,50,50,5.7,tapioca
85,53,51,5.975540520094821,tapioca
75,42,42,5.980629115829323,tapioca
75,50,50,5.7,turmeric
82,52,59,5.994801053492668,turmeric
70,43,48,5.787044992958152,turmeric
75,50,50,5.7,tobacco
79,55,51,5.954384961577034,tobacco
67,50,51,5.55009108270864,tobacco
75,50,50,5.7,citrus_fruit
69,52,56,5.509855459718796,citrus_fruit
82,58,46,5.88081080499562,citrus_fruit
75,50,50,5.7,papaya
66,59,46,6.057797613990195,papaya
73,41,50,5.415905319013184,papaya
75,50,50,5.7,pineapple
84,55,42,5.318856110780315,pineapple
67,56,40,6.172260979413397,pineapple
75,50,50,5.7,black_pepper
79,55,42,5.318123065309772,black_pepper
76,41,54,5.9415611213081725,black_pepper
75,50,50,5.7,garlic
78,55,56,5.744921193693537,garlic
67,59,52,5.36763747604515,garlic
75,50,50,5.7,maize
77,57,40,5.8229300170903056,maize
75,52,60,6.160806567348351,maize
75,50,50,5.7,coriander
72,46,52,6.128501753637119,coriander
74,54,42,5.917289115609271,coriander
75,50,50,5.7,onion
84,56,40,5.625877423888504,onion
79,49,46,5.5129230857168015,onion
75,25,75,7.1,rice
67,34,84,6.913967285420632,rice
70,26,77,7.38028791596995,rice
75,25,75,7.1,sugarcane
75,35,83,7.540198262794446,sugarcane
73,16,69,7.414374274287257,sugarcane
75,25,75,7.1,tapioca
80,23,74,7.142534800526544,tapioca
85,35,67,7.165532876114205,tapioca
75,25,75,7.1,kapas
71,35,76,7.023784976865796,kapas
67,31,80,7.4663978033121605,kapas
75,25,75,7.1,tobacco
74,19,74,7.363015485582508,tobacco
73,23,74,6.6204048854331115,tobacco
75,25,75,7.1,potato
69,21,76,6.97938768568034,potato
80,25,84,6.87374550307271,potato
50,75,50,5.9,rice
59,81,53,6.00394080433735,rice
52,75,56,5.65351337531112,rice
50,75,50,5.9,sugarcane
46,74,42,5.61665847683414,sugarcane
44,77,44,5.654910169015075,sugarcane
50,75,50,5.9,tapioca
41,79,47,6.151912963766998,tapioca
55,68,58,6.353402916384477,tapioca
50,75,50,5.9,kapas
49,67,58,6.153852895204393,kapas
40,78,46,5.605240951325132,kapas
50,75,50,5.9,tobacco
59,80,48,5.5082297673071965,tobacco
49,65,60,5.904120835060247,tobacco
50,75,50,5.9,potato
47,73,47,5.910170300917143,potato
52,66,53,5.5540006341831365,potato
25,25,50,7.0,sugarcane
28,30,41,7.1483786511530365,sugarcane
35,31,51,6.956109744088928,sugarcane
50,50,75,6.8,sugarcane
52,56,83,6.5997767726520875,sugarcane
43,44,76,6.496600171926392,sugarcane
25,50,75,6.2,rice
17,51,77,5.822666828933186,rice
16,48,71,6.429432402321003,rice
25,50,75,6.2,sugarcane
17,43,66,5.9248384518349955,sugarcane
22,53,72,6.186374629039013,sugarcane
25,50,75,6.2,tapioca
17,55,65,5.949715695701435,tapioca
24,60,71,6.5658323820010605,tapioca
25,50,75,6.2,kapas
33,59,82,6.00437586635542,kapas
19,50,71,6.197950105326902,kapas
25,50,75,6.2,tobacco
33,56,69,6.455717351998697,tobacco
34,51,85,6.350580751620316,tobacco
25,50,75,6.2,potato
31,47,72,5.877491996907403,potato
17,56,75,5.830396386185193,potato
50,25,50,6.9,tobacco
50,21,57,7.288069203720614,tobacco
48,32,49,6.418995582892953,tobacco
50,25,50,6.9,rice
56,35,47,6.614813970419442,rice
44,23,57,6.940651308942837,rice
25,75,75,6.2,rice
24,82,70,6.490464779990829,rice
29,76,85,6.472723580935056,rice
25,75,75,6.2,sugarcane
25,69,84,5.81955845527318,sugarcane
23,68,68,6.103830110048186,sugarcane
25,75,75,6.2,tapioca
23,85,75,6.304759891288002,tapioca
32,69,78,6.156487256334116,tapioca
25,75,75,6.2,kapas
25,80,71,6.403328483396204,kapas
18,84,73,6.36174318772878,kapas
25,75,75,6.2,tobacco
33,75,72,6.601352777854839,tobacco
27,82,79,5.771876194962179,tobacco
25,75,75,6.2,potato
32,81,73,6.2733327091792,potato
32,65,68,5.807841697714259,potato
50,25,50,6.7,tobacco
40,17,50,6.7789904482587495,tobacco
60,16,49,6.5749509678738365,tobacco
50,25,50,6.7,rice
42,30,44,6.8142632596470305,rice
60,21,48,7.025592038845307,rice
50,50,75,6.9,potato
59,45,77,6.609598739150722,potato
56,60,85,6.935828209699127,potato
50,50,75,6.9,sugarcane
47,52,66,6.723513217142841,sugarcane
49,53,79,7.116722934695316,sugarcane
50,50,75,6.9,tobacco
44,51,67,6.972646904585757,tobacco
56,41,84,6.619016141742756,tobacco
50,50,75,6.9,rice
52,54,67,6.711739012277814,rice
42,41,71,6.498372837926707,rice
75,50,50,6.6,sugarcane
71,48,60,6.803695268521046,sugarcane
80,56,43,6.933238901799683,sugarcane
50,25,25,5.6,potato
52,30,24,5.23153482171785,potato
54,27,19,6.058980332696197,potato
50,25,25,5.6,rice
49,17,19,5.830349864480108,rice
