crop,soil_type,nitrogen_kg_per_hectare,phosphorus_kg_per_hectare,potassium_kg_per_hectare,npk_ratio,primary_fertilizer,primary_fertilizer_kg_per_hectare,organic_manure,organic_manure_kg_per_hectare,secondary_nutrients,micronutrients,application_timing,total_cost_per_hectare,expected_yield_increase_percent,season,recommendation_source
dill_leaves,red_yellow,122,89,73,122-89-73,Urea,265,Compost,10000,"S: 15, Ca: 121, Mg: 14","Zn: 7, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46937,31,perennial,Agricultural University Guidelines
dill_leaves,laterite,132,96,67,132-96-67,NPK 19-19-19,694,Compost,11000,"S: 17, Ca: 110, Mg: 11","Zn: 5, Fe: 11, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58302,37,perennial,Agricultural University Guidelines
dill_leaves,desert,112,69,54,112-69-54,CAN,430,Compost,12000,"S: 24, Ca: 70, Mg: 21","Zn: 6, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50516,16,both,Agricultural University Guidelines
dill_leaves,mountain,122,75,61,122-75-61,CAN,469,Poultry Manure,9000,"S: 16, Ca: 149, Mg: 21","Zn: 6, Fe: 5, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53856,29,kharif,Agricultural University Guidelines
dill_leaves,coastal,112,69,79,112-69-79,Urea,243,Neem Cake,9000,"S: 20, Ca: 118, Mg: 18","Zn: 7, Fe: 14, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43167,38,kharif,Agricultural University Guidelines
dill_leaves,hill,112,75,61,112-75-61,NPK 20-20-20,560,Poultry Manure,9000,"S: 19, Ca: 85, Mg: 13","Zn: 5, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,34181,16,perennial,Agricultural University Guidelines
dill_leaves,forest,102,82,61,102-82-61,NPK 20-20-20,510,FYM,6000,"S: 10, Ca: 97, Mg: 26","Zn: 6, Fe: 14, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,31593,36,both,Agricultural University Guidelines
fennel_leaves,alluvial,65,61,45,65-61-45,NPK 20-20-20,325,FYM,11000,"S: 19, Ca: 56, Mg: 11","Zn: 3, Fe: 11, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,60610,31,kharif,Agricultural University Guidelines
fennel_leaves,black_cotton,58,73,49,58-73-49,NPK 20-20-20,290,Poultry Manure,12000,"S: 17, Ca: 85, Mg: 16","Zn: 7, Fe: 13, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,36671,19,perennial,Agricultural University Guidelines
fennel_leaves,red_yellow,78,79,54,78-79-54,NPK 19-19-19,410,FYM,14000,"S: 15, Ca: 133, Mg: 21","Zn: 3, Fe: 14, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,41741,33,both,Agricultural University Guidelines
fennel_leaves,laterite,84,85,49,84-85-49,NPK 20-20-20,420,Vermicompost,15000,"S: 13, Ca: 135, Mg: 10","Zn: 7, Fe: 12, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,74371,15,perennial,Agricultural University Guidelines
fennel_leaves,desert,71,61,40,71-61-40,Urea,154,Neem Cake,16000,"S: 11, Ca: 107, Mg: 25","Zn: 5, Fe: 9, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,70143,28,both,Agricultural University Guidelines
fennel_leaves,mountain,78,67,45,78-67-45,CAN,300,Compost,13000,"S: 21, Ca: 63, Mg: 13","Zn: 6, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51561,36,kharif,Agricultural University Guidelines
fennel_leaves,coastal,71,61,58,71-61-58,MOP,96,Vermicompost,13000,"S: 11, Ca: 110, Mg: 10","Zn: 5, Fe: 9, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,40030,37,rabi,Agricultural University Guidelines
fennel_leaves,hill,71,67,45,71-67-45,MOP,75,Vermicompost,13000,"S: 16, Ca: 93, Mg: 17","Zn: 3, Fe: 9, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64184,22,both,Agricultural University Guidelines
fennel_leaves,forest,65,73,45,65-73-45,CAN,250,FYM,8000,"S: 21, Ca: 127, Mg: 12","Zn: 6, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38786,28,kharif,Agricultural University Guidelines
rocket_leaves,alluvial,107,48,82,107-48-82,MOP,136,Compost,8000,"S: 17, Ca: 70, Mg: 11","Zn: 5, Fe: 13, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42807,38,perennial,Agricultural University Guidelines
rocket_leaves,black_cotton,96,57,90,96-57-90,MOP,150,Poultry Manure,8000,"S: 17, Ca: 75, Mg: 22","Zn: 3, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,31685,15,kharif,Agricultural University Guidelines
rocket_leaves,red_yellow,128,62,98,128-62-98,NPK 20-20-20,640,FYM,10000,"S: 10, Ca: 109, Mg: 23","Zn: 7, Fe: 7, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,49903,20,perennial,Agricultural University Guidelines
rocket_leaves,laterite,139,67,90,139-67-90,NPK 20-20-20,695,Poultry Manure,11000,"S: 12, Ca: 57, Mg: 18","Zn: 4, Fe: 6, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59844,33,perennial,Agricultural University Guidelines
rocket_leaves,desert,117,48,73,117-48-73,CAN,450,FYM,12000,"S: 24, Ca: 102, Mg: 20","Zn: 6, Fe: 13, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62515,20,rabi,Agricultural University Guidelines
rocket_leaves,mountain,128,52,82,128-52-82,NPK 20-20-20,640,Vermicompost,9000,"S: 21, Ca: 66, Mg: 18","Zn: 4, Fe: 12, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44394,35,kharif,Agricultural University Guidelines
rocket_leaves,coastal,117,48,106,117-48-106,NPK 20-20-20,585,Neem Cake,9000,"S: 24, Ca: 108, Mg: 15","Zn: 6, Fe: 9, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,35354,26,kharif,Agricultural University Guidelines
rocket_leaves,hill,117,52,82,117-52-82,Urea,254,Poultry Manure,9000,"S: 19, Ca: 113, Mg: 19","Zn: 4, Fe: 5, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,27863,25,both,Agricultural University Guidelines
rocket_leaves,forest,107,57,82,107-57-82,DAP,594,Neem Cake,6000,"S: 20, Ca: 98, Mg: 27","Zn: 3, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,30634,26,kharif,Agricultural University Guidelines
watercress,alluvial,78,55,82,78-55-82,DAP,433,Neem Cake,13000,"S: 18, Ca: 86, Mg: 27","Zn: 7, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,76907,39,both,Agricultural University Guidelines
watercress,black_cotton,70,66,90,70-66-90,SSP,412,Neem Cake,14000,"S: 23, Ca: 82, Mg: 27","Zn: 4, Fe: 10, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44766,36,both,Agricultural University Guidelines
watercress,red_yellow,93,71,98,93-71-98,NPK 20-20-20,465,Poultry Manure,16000,"S: 12, Ca: 115, Mg: 11","Zn: 3, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62397,16,kharif,Agricultural University Guidelines
watercress,laterite,101,77,90,101-77-90,NPK 20-20-20,505,FYM,18000,"S: 17, Ca: 108, Mg: 20","Zn: 3, Fe: 9, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62621,21,rabi,Agricultural University Guidelines
watercress,desert,85,55,73,85-55-73,CAN,326,Neem Cake,19000,"S: 18, Ca: 66, Mg: 11","Zn: 7, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,70913,16,perennial,Agricultural University Guidelines
watercress,mountain,93,60,82,93-60-82,CAN,357,FYM,15000,"S: 20, Ca: 81, Mg: 24","Zn: 7, Fe: 11, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,73978,39,perennial,Agricultural University Guidelines
watercress,coastal,85,55,106,85-55-106,SSP,343,Neem Cake,15000,"S: 20, Ca: 56, Mg: 10","Zn: 6, Fe: 14, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,79690,36,both,Agricultural University Guidelines
watercress,hill,85,60,82,85-60-82,CAN,326,FYM,15000,"S: 10, Ca: 71, Mg: 20","Zn: 4, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,79145,20,kharif,Agricultural University Guidelines
watercress,forest,78,66,82,78-66-82,MOP,136,Neem Cake,10000,"S: 20, Ca: 84, Mg: 22","Zn: 3, Fe: 8, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,37878,20,kharif,Agricultural University Guidelines
purslane,alluvial,106,61,45,106-61-45,SSP,381,Poultry Manure,14000,"S: 21, Ca: 107, Mg: 18","Zn: 5, Fe: 9, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64369,39,kharif,Agricultural University Guidelines
purslane,black_cotton,95,73,49,95-73-49,DAP,527,Vermicompost,15000,"S: 10, Ca: 62, Mg: 20","Zn: 6, Fe: 13, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55119,36,kharif,Agricultural University Guidelines
purslane,red_yellow,127,79,54,127-79-54,DAP,705,Vermicompost,18000,"S: 12, Ca: 76, Mg: 20","Zn: 5, Fe: 5, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47966,38,rabi,Agricultural University Guidelines
purslane,laterite,137,85,49,137-85-49,CAN,526,Vermicompost,19000,"S: 10, Ca: 128, Mg: 16","Zn: 6, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,69131,15,perennial,Agricultural University Guidelines
purslane,desert,116,61,40,116-61-40,NPK 19-19-19,610,Neem Cake,21000,"S: 23, Ca: 92, Mg: 14","Zn: 6, Fe: 12, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,73360,39,both,Agricultural University Guidelines
purslane,mountain,127,67,45,127-67-45,NPK 19-19-19,668,Vermicompost,16000,"S: 10, Ca: 67, Mg: 28","Zn: 7, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,89109,36,perennial,Agricultural University Guidelines
purslane,coastal,116,61,58,116-61-58,CAN,446,Compost,16000,"S: 22, Ca: 92, Mg: 13","Zn: 6, Fe: 5, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55550,18,perennial,Agricultural University Guidelines
purslane,hill,116,67,45,116-67-45,NPK 19-19-19,610,Compost,16000,"S: 18, Ca: 113, Mg: 16","Zn: 5, Fe: 13, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53919,31,both,Agricultural University Guidelines
purslane,forest,106,73,45,106-73-45,SSP,456,Neem Cake,11000,"S: 24, Ca: 101, Mg: 13","Zn: 4, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,31506,39,rabi,Agricultural University Guidelines
lamb_quarters,alluvial,73,57,52,73-57-52,MOP,86,Neem Cake,10000,"S: 19, Ca: 128, Mg: 14","Zn: 6, Fe: 13, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44107,16,perennial,Agricultural University Guidelines
lamb_quarters,black_cotton,65,68,57,65-68-57,NPK 19-19-19,342,Poultry Manure,11000,"S: 15, Ca: 107, Mg: 14","Zn: 6, Fe: 14, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38210,29,both,Agricultural University Guidelines
lamb_quarters,red_yellow,87,74,62,87-74-62,CAN,334,Poultry Manure,13000,"S: 24, Ca: 149, Mg: 20","Zn: 7, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58462,15,perennial,Agricultural University Guidelines
lamb_quarters,laterite,94,79,57,94-79-57,CAN,361,Compost,14000,"S: 16, Ca: 119, Mg: 23","Zn: 6, Fe: 7, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45673,29,rabi,Agricultural University Guidelines
lamb_quarters,desert,80,57,46,80-57-46,DAP,444,Vermicompost,15000,"S: 16, Ca: 110, Mg: 18","Zn: 7, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,73100,31,both,Agricultural University Guidelines
lamb_quarters,mountain,87,62,52,87-62-52,NPK 19-19-19,457,FYM,12000,"S: 15, Ca: 73, Mg: 15","Zn: 4, Fe: 14, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53451,32,kharif,Agricultural University Guidelines
lamb_quarters,coastal,80,57,67,80-57-67,NPK 20-20-20,400,Neem Cake,12000,"S: 12, Ca: 118, Mg: 14","Zn: 4, Fe: 10, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39186,34,rabi,Agricultural University Guidelines
lamb_quarters,hill,80,62,52,80-62-52,NPK 20-20-20,400,Vermicompost,12000,"S: 21, Ca: 79, Mg: 11","Zn: 6, Fe: 11, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,35856,20,perennial,Agricultural University Guidelines
lamb_quarters,forest,73,68,52,73-68-52,MOP,86,Poultry Manure,8000,"S: 20, Ca: 53, Mg: 10","Zn: 7, Fe: 8, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38845,26,both,Agricultural University Guidelines
chard,alluvial,83,52,41,83-52-41,NPK 20-20-20,415,Compost,16000,"S: 15, Ca: 91, Mg: 24","Zn: 6, Fe: 5, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,66855,18,both,Agricultural University Guidelines
chard,black_cotton,74,62,45,74-62-45,MOP,75,Neem Cake,17000,"S: 17, Ca: 107, Mg: 20","Zn: 3, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47412,17,both,Agricultural University Guidelines
chard,red_yellow,99,67,49,99-67-49,CAN,380,FYM,20000,"S: 22, Ca: 141, Mg: 20","Zn: 6, Fe: 10, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52678,32,kharif,Agricultural University Guidelines
chard,laterite,107,72,45,107-72-45,DAP,594,Neem Cake,22000,"S: 17, Ca: 50, Mg: 27","Zn: 6, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,63309,24,rabi,Agricultural University Guidelines
chard,desert,91,52,36,91-52-36,Urea,197,Poultry Manure,24000,"S: 21, Ca: 117, Mg: 17","Zn: 6, Fe: 7, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,94882,27,perennial,Agricultural University Guidelines
chard,mountain,99,57,41,99-57-41,NPK 20-20-20,495,Neem Cake,19000,"S: 22, Ca: 56, Mg: 20","Zn: 4, Fe: 10, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,83211,33,both,Agricultural University Guidelines
chard,coastal,91,52,53,91-52-53,SSP,325,Compost,19000,"S: 14, Ca: 87, Mg: 14","Zn: 5, Fe: 10, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55269,32,rabi,Agricultural University Guidelines
chard,hill,91,57,41,91-57-41,NPK 19-19-19,478,Neem Cake,19000,"S: 13, Ca: 99, Mg: 15","Zn: 5, Fe: 14, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,63604,35,perennial,Agricultural University Guidelines
chard,forest,83,62,41,83-62-41,NPK 19-19-19,436,FYM,12000,"S: 24, Ca: 147, Mg: 13","Zn: 3, Fe: 12, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42402,23,rabi,Agricultural University Guidelines
collard_greens,alluvial,95,46,55,95-46-55,CAN,365,Vermicompost,10000,"S: 13, Ca: 102, Mg: 23","Zn: 4, Fe: 6, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51115,28,both,Agricultural University Guidelines
collard_greens,black_cotton,85,55,60,85-55-60,Urea,184,FYM,11000,"S: 13, Ca: 109, Mg: 25","Zn: 5, Fe: 9, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,34318,27,perennial,Agricultural University Guidelines
collard_greens,red_yellow,114,59,66,114-59-66,NPK 19-19-19,600,FYM,13000,"S: 22, Ca: 136, Mg: 24","Zn: 7, Fe: 11, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44999,36,both,Agricultural University Guidelines
collard_greens,laterite,123,64,60,123-64-60,NPK 20-20-20,615,Compost,14000,"S: 10, Ca: 61, Mg: 17","Zn: 5, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43751,17,both,Agricultural University Guidelines
collard_greens,desert,104,46,49,104-46-49,Urea,226,FYM,15000,"S: 13, Ca: 81, Mg: 12","Zn: 6, Fe: 8, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54826,15,perennial,Agricultural University Guidelines
collard_greens,mountain,114,50,55,114-50-55,Urea,247,Poultry Manure,12000,"S: 19, Ca: 147, Mg: 27","Zn: 4, Fe: 12, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38829,28,both,Agricultural University Guidelines
collard_greens,coastal,104,46,71,104-46-71,Urea,226,FYM,12000,"S: 10, Ca: 131, Mg: 14","Zn: 4, Fe: 9, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33131,21,rabi,Agricultural University Guidelines
collard_greens,hill,104,50,55,104-50-55,Urea,226,Compost,12000,"S: 10, Ca: 122, Mg: 15","Zn: 7, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58045,31,kharif,Agricultural University Guidelines
collard_greens,forest,95,55,55,95-55-55,MOP,91,FYM,8000,"S: 17, Ca: 67, Mg: 20","Zn: 5, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,20381,37,both,Agricultural University Guidelines
arugula,alluvial,105,66,80,105-66-80,NPK 19-19-19,552,Neem Cake,14000,"S: 16, Ca: 62, Mg: 15","Zn: 6, Fe: 10, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61704,37,rabi,Agricultural University Guidelines
arugula,black_cotton,94,79,88,94-79-88,SSP,493,FYM,15000,"S: 17, Ca: 70, Mg: 16","Zn: 4, Fe: 8, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,65901,32,rabi,Agricultural University Guidelines
arugula,red_yellow,126,85,96,126-85-96,CAN,484,FYM,18000,"S: 20, Ca: 78, Mg: 17","Zn: 4, Fe: 5, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,78618,27,rabi,Agricultural University Guidelines
arugula,laterite,136,92,88,136-92-88,SSP,575,Compost,19000,"S: 22, Ca: 149, Mg: 26","Zn: 6, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,98944,31,kharif,Agricultural University Guidelines
arugula,desert,115,66,72,115-66-72,Urea,250,Compost,21000,"S: 24, Ca: 96, Mg: 15","Zn: 4, Fe: 13, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,84092,19,both,Agricultural University Guidelines
arugula,mountain,126,72,80,126-72-80,CAN,484,Poultry Manure,16000,"S: 13, Ca: 92, Mg: 14","Zn: 4, Fe: 8, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,78710,17,perennial,Agricultural University Guidelines
arugula,coastal,115,66,104,115-66-104,Urea,250,FYM,16000,"S: 23, Ca: 144, Mg: 23","Zn: 3, Fe: 8, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,69218,15,rabi,Agricultural University Guidelines
arugula,hill,115,72,80,115-72-80,NPK 20-20-20,575,Neem Cake,16000,"S: 19, Ca: 90, Mg: 17","Zn: 3, Fe: 11, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,89568,29,perennial,Agricultural University Guidelines
arugula,forest,105,79,80,105-79-80,MOP,133,Poultry Manure,11000,"S: 14, Ca: 53, Mg: 10","Zn: 4, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54776,15,kharif,Agricultural University Guidelines
endive,alluvial,60,44,85,60-44-85,NPK 19-19-19,315,Compost,8000,"S: 20, Ca: 143, Mg: 13","Zn: 6, Fe: 14, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,37908,21,rabi,Agricultural University Guidelines
endive,black_cotton,54,52,93,54-52-93,NPK 19-19-19,284,Neem Cake,8000,"S: 14, Ca: 96, Mg: 21","Zn: 6, Fe: 13, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39036,29,kharif,Agricultural University Guidelines
endive,red_yellow,72,57,102,72-57-102,NPK 19-19-19,378,Compost,10000,"S: 18, Ca: 124, Mg: 23","Zn: 5, Fe: 10, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44314,25,both,Agricultural University Guidelines
endive,laterite,78,61,93,78-61-93,NPK 19-19-19,410,Poultry Manure,11000,"S: 21, Ca: 78, Mg: 26","Zn: 7, Fe: 12, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52718,27,rabi,Agricultural University Guidelines
endive,desert,66,44,76,66-44-76,MOP,126,Neem Cake,12000,"S: 11, Ca: 57, Mg: 22","Zn: 5, Fe: 12, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,40285,35,perennial,Agricultural University Guidelines
endive,mountain,72,48,85,72-48-85,CAN,276,Compost,9000,"S: 14, Ca: 143, Mg: 16","Zn: 4, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51086,35,kharif,Agricultural University Guidelines
endive,coastal,66,44,110,66-44-110,NPK 20-20-20,330,Vermicompost,9000,"S: 24, Ca: 99, Mg: 14","Zn: 3, Fe: 11, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,28154,31,both,Agricultural University Guidelines
endive,hill,66,48,85,66-48-85,NPK 20-20-20,330,FYM,9000,"S: 16, Ca: 61, Mg: 11","Zn: 5, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46944,26,kharif,Agricultural University Guidelines
endive,forest,60,52,85,60-52-85,DAP,333,Vermicompost,6000,"S: 24, Ca: 130, Mg: 25","Zn: 3, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,34321,15,rabi,Agricultural University Guidelines
radicchio,alluvial,63,49,54,63-49-54,SSP,306,Compost,14000,"S: 12, Ca: 82, Mg: 22","Zn: 5, Fe: 6, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53681,30,perennial,Agricultural University Guidelines
radicchio,black_cotton,56,58,59,56-58-59,CAN,215,Compost,15000,"S: 20, Ca: 80, Mg: 11","Zn: 7, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,77389,19,perennial,Agricultural University Guidelines
radicchio,red_yellow,75,63,64,75-63-64,MOP,106,Vermicompost,18000,"S: 21, Ca: 119, Mg: 11","Zn: 6, Fe: 11, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46839,30,both,Agricultural University Guidelines
